名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京建外soho西区距离,北京建外soho西区时间
飞天大厦清真餐厅,https://www.dianping.com/shop/k5ETartyIAiX50Sa,东花市街道广渠门外南街5号飞天大厦1F（广渠门桥东南侧）,[北京],"116.446354,39.893733",67778166,2020/5/12 9:45,28.53 km,61 min,31.00 km,111 min,3.21 km,13 min
内蒙古驻京办餐厅,https://www.dianping.com/shop/k7th2FvpSz5qopqm,崇文门内大街2号内蒙古大厦,[北京],"116.418930,39.905649",65228118,2020/5/12 9:44,27.19 km,54 min,29.08 km,108 min,Error,Error
蝴蝶泉宾馆-中餐厅,https://www.dianping.com/shop/l3aXMT8LIVw9329Z,西斜街55号,[北京],"116.371577,39.916064",66156583,2020/5/12 9:43,496.76 km,328 min,502.85 km,402 min,Error,Error
珠穆朗玛餐厅,https://www.dianping.com/shop/GaPqJdCkeUf43RIy,什刹海街道鼓楼西大街149号珠穆朗玛宾馆B1楼（近西藏驻京办）,[北京],"116.386140,39.945551",64018822,2020/5/12 9:42,15.71 km,29 min,18.18 km,60 min,Error,Error
贵州大厦贵州厅,https://www.dianping.com/shop/k3DzNv2MzWPLljTi,北三环樱花西街18号贵州大厦2楼（近和平西桥）,[北京],"116.416903,39.969085",58109988,2020/5/12 9:42,16.24 km,29 min,18.71 km,66 min,Error,Error
新疆饭庄,https://www.dianping.com/shop/k6hjNcn4TWKUB0yd,车公庄北街车公庄大街北里1号乌鲁木齐市人民政府驻北京联络处,[北京],"116.348472,39.934836",68362795,2020/5/12 9:36,16.05 km,28 min,18.75 km,55 min,Error,Error
AJIYA炭火烤肉,https://www.dianping.com/shop/Gad2SFYFpRwVsMHk,仙霞路333号罗森旁边（光大证券后面）,[上海],"121.398761,31.206355",60318032,2020/5/11 9:39,,,,,,
The Fig_,https://www.dianping.com/shop/G9cf8gPJaXtxLszx,五岳庙门3号,[西安],"108.941606,34.252483",18165404464,2020/5/10 10:21,,,,,,
拾好貝果,https://www.dianping.com/shop/G7odEWdzFQAC9Sgz,五岳庙门86号,[西安],"108.940766,34.252217",13571984262,2020/5/10 10:09,,,,,,
好丽园绿豆饼,https://www.dianping.com/shop/G9KOd0zLyS2UOPvH,太乙路街道建东街15号(近市建二公司家属院),[西安],"108.973386,34.246206",13700277798,2020/5/10 10:09,,,,,,
ELI FALAFEL黎巴嫩美食,https://www.dianping.com/shop/k2xBCm86gcA3EBwC,乌鲁木齐中路294号,[上海],"121.446189,31.211808",54017778,2020/5/6 22:40,,,,,,
ELI FALAFEL黎巴嫩美食,https://www.dianping.com/shop/H6yPknMgOQQDSZCJ,九江路686号腾飞元创大厦1楼107,[上海],"121.477888,31.234605",63085881,2020/5/6 22:40,,,,,,
goodone旧物仓,https://www.dianping.com/shop/EyqHQTsiKS0oAYFX,华昌路联发华美空间A3栋116-126号,[厦门],"118.099427,24.512939",15710657827,2020/5/6 4:17,,,,,,
济州爱肉堂,https://www.dianping.com/shop/G5q03gZpivZhpP8e,望京街道湖光中街8号一号楼西段一层1127号(桔子酒店院内),[北京],"116.461122,39.996599",15910351690,2020/5/6 3:47,19.40 km,36 min,21.40 km,80 min,Error,Error
金鼎轩·南北家乡菜,https://www.dianping.com/shop/l4UGm1ATM4ILyzEO,和平里西街77号,[北京],"116.415952,39.950992",64296699,2020/5/2 10:09,18.55 km,35 min,21.02 km,73 min,Error,Error
Little Catch 波奇饭Poke,https://www.dianping.com/shop/H97IMFqQHPQrOjkm,延平路98号C座2楼,[上海],"121.441660,31.228395",62999005,2020/4/29 9:02,,,,,,
郁陵岛炭火烤肉,https://www.dianping.com/shop/l4SRjLVoAW204uQC,顺源街牛王庙5号(京信大厦南),[北京],"116.458589,39.953297",84552230,2020/4/27 20:12,20.61 km,37 min,23.09 km,78 min,Error,Error
朝外地区便民早市,https://www.dianping.com/shop/k6kPSBIyqv1w3UQG,吉祥里208号东200米,[北京],"116.442872,39.926680",13661279636,2020/4/27 18:36,22.91 km,42 min,25.38 km,98 min,Error,Error
后元化生态采摘园,https://www.dianping.com/shop/H7ydm6G4IuHJ6Zv2,前元化路后元化村,[北京],"116.869803,39.682966",13701323916,2020/4/27 18:35,77.02 km,102 min,79.03 km,162 min,Error,Error
牛铁日式烧肉酒场,https://www.dianping.com/shop/l7EkCxOaRRIqTRMs,农展馆北路258生活广场（麦当劳二楼）,[北京],"116.471577,39.945210",13240704803,2020/4/27 8:14,27.69 km,46 min,28.43 km,101 min,Error,Error
Bar a Vin,https://www.dianping.com/shop/j2jcvFSqhyaL7AU7,天平路街道嘉善路87号,[上海],"121.438794,31.202978",13764405071,2020/4/26 12:07,,,,,,
uncle no name无名叔叔,https://www.dianping.com/shop/GanLJCcdT1uyOU2S,马当路417号中海环宇荟1楼L138,[上海],"121.476853,31.211609",13916628147,2020/4/26 12:07,,,,,,
东风国际花卉市场,https://www.dianping.com/shop/G7uE5bahbEW3TsmK,来广营东路甲12号,[北京],"116.482320,40.021205",4000768900,2020/4/25 12:48,19.71 km,39 min,21.71 km,80 min,18.25 km,63 min
fu3福叁咖啡,https://www.dianping.com/shop/H3gnnVNSK9QT7uiI,西兴隆街130号,[北京],"116.406753,39.897286",18518500159,2020/4/25 12:07,1874.45 km,1212 min,1880.53 km,1263 min,1881.79 km,1288 min
VOYAGE COFFEE,https://www.dianping.com/shop/H2wT1XOaMiUij2nC,北锣鼓巷80号,[北京],"116.403091,39.941523",,2020/4/25 12:07,17.83 km,39 min,20.30 km,72 min,11.31 km,43 min
猫头鹰公社咖啡精酿Owlery Cafe&Brew,https://www.dianping.com/shop/k5DSxvCH512gxc67,青年路29号院华纺易城22号楼15号底商（朝阳大悦城向北第二个路口左转50米）,[北京],"116.516816,39.930582",13811601506,2020/4/25 12:07,30.34 km,63 min,32.35 km,110 min,Error,Error
鼓楼银花·馄饨·生煎,https://www.dianping.com/shop/l1cgac70fqIuvii4,姚园寺巷1号,[杭州],"120.178725,30.239860",13616711210,2020/4/25 12:07,,,,,,
九山老饭团,https://www.dianping.com/shop/G5OECL0KR4jTKZMe,胜昔桥50号第五十八中学附近,[温州],"120.648399,28.012498",,2020/4/25 12:07,,,,,,
祝氏正宗豆腐脑,https://www.dianping.com/shop/Ga0LAy5mtP35J5BC,中心街四组140号,[乐山],"121.588723,30.881894",,2020/4/25 12:07,,,,,,
十八汆·京味打卤面,https://www.dianping.com/shop/k4Q1bd2bSNXHYJkL,酒仙桥路13号151号楼一层1-115、1-116室（零秒社区底商）,[北京],"116.489363,39.977352",13121792321,2020/4/23 12:55,22.67 km,48 min,25.81 km,103 min,Error,Error
KKV,https://www.dianping.com/shop/G83J6fh4Z8BxoaWP,西大望路21号合生汇B2-33B55-57商铺,[北京],"116.478935,39.894173",13659192465,2020/4/22 9:47,33.08 km,66 min,33.82 km,122 min,4.18 km,23 min
flower station鲜花自选花束绿植,https://www.dianping.com/shop/l5pIjuppW6YGkuDe,广顺南大街望京韩国城底商,[北京],"116.468612,39.995862",15201091928,2020/4/22 8:34,20.39 km,40 min,22.40 km,84 min,14.35 km,63 min
福楼法餐厅FLO,https://www.dianping.com/shop/l2ISXM62kqPnGtPp,霄云路18号（京润水上花园别墅旁）,[北京],"116.468610,39.962055",65955135,2020/4/22 8:33,24.66 km,39 min,25.40 km,93 min,Error,Error
左岸 · Rive Gauche,https://www.dianping.com/shop/juMxXiyFFBAbQJmn,王府井大街1号璞瑄酒店2层,[北京],"116.410174,39.923794",53932495,2020/4/22 8:33,19.86 km,44 min,22.34 km,87 min,6.58 km,28 min
华尔道夫酒店·鸢尾宫1893,https://www.dianping.com/shop/l7u7sIe7hNAkH7Ll,金鱼胡同5-15号华尔道夫酒店1层,[北京],"116.413998,39.915951",85208989,2020/4/22 8:32,21.04 km,48 min,23.51 km,94 min,5.11 km,24 min
怡庭Bistrot B,https://www.dianping.com/shop/l9joZNYuMXiXpLkg,"朝阳门外大街北京瑰丽酒店1楼（近呼家楼地铁站D口,近朝阳剧场,近渣打银行）",[北京],"116.462410,39.920246",65360066,2020/4/22 8:32,24.53 km,48 min,27.00 km,98 min,2.46 km,20 min
FRASCA意大利餐厅,https://www.dianping.com/shop/l84s1uphdd2mQWOH,三里屯路11号北京瑜舍酒店一层,[北京],"116.454424,39.938477",64105210,2020/4/22 8:31,23.39 km,44 min,25.86 km,88 min,Error,Error
恰牛扒房Char bar&grill,https://www.dianping.com/shop/H49vLZexgvYjvrVQ,南三里屯路1号通盈中心洲际酒店三层,[北京],"116.454981,39.932260",85160065,2020/4/22 8:31,24.41 km,48 min,26.88 km,96 min,5.36 km,33 min
北京柏悦酒店·北京亮China Grill,https://www.dianping.com/shop/k2N2cOPlQUcdDFok,建国门外大街2号（北京柏悦酒店66层）,[北京],"116.459172,39.907584",85671098,2020/4/22 8:30,26.21 km,56 min,28.68 km,105 min,Error,Error
富春居,https://www.dianping.com/shop/HaOHo6riMq5txBL0,王府井大街1号璞瑄酒店3层,[北京],"116.410000,39.923530",52806418,2020/4/22 8:30,19.88 km,44 min,22.35 km,86 min,Error,Error
王府井文华东方酒店·文华扒房,https://www.dianping.com/shop/k4BuuGeWSauQwYdS,东华门街道王府井大街269号北京王府井文华东方酒店五层,[北京],"116.410063,39.912598",85098810,2020/4/22 8:30,20.77 km,47 min,23.24 km,89 min,Error,Error
法云安缦吟香阁西餐厅,https://www.dianping.com/shop/l8CXTGcfi7XoZxB4,法云弄22号,[杭州],"120.097724,30.237412",87329999,2020/4/22 8:28,,,,,,
法云安缦·蒸菜馆,https://www.dianping.com/shop/G4qdMB89rvVEN3jb,西湖街道法云弄22号安缦法云酒店内1楼,[杭州],"120.097342,30.235466",87329999,2020/4/22 8:28,,,,,,
浙江西子宾馆·牡丹厅,https://www.dianping.com/shop/G4RkZ5bIPS8MOPYH,南山路37号浙江西子宾馆汪庄内,[杭州],"120.149930,30.233204",87021888,2020/4/22 8:28,,,,,,
杭州西子湖四季酒店-WL BISTRO西湖餐厅,https://www.dianping.com/shop/k6JN9cekcmEFNafY,灵隐路5号杭州西子湖四季酒店1楼,[杭州],"120.128537,30.251363",81135188,2020/4/22 8:28,,,,,,
弘·和牛烧物,https://www.dianping.com/shop/G7Aqw2cncR87LaKl,天水街道体育场路武林广场11号杭州大厦中央广场B1层142号哥老官斜对面（近武林广场东通道停车场D区）,[杭州],"120.160756,30.274286",15868863192,2020/4/22 8:28,,,,,,
远洋凯宾斯基紫宸中餐厅,https://www.dianping.com/shop/k91QMkeSiH66xZBZ,小河街道丽水路66号杭州远洋凯宾斯基酒店1楼,[杭州],"120.141058,30.306301",86005820,2020/4/22 8:28,,,,,,
BERNINI,https://www.dianping.com/shop/l1M3S4w5bx2sI1TC,"南山路206号（贝尼尼艺术空间一楼,中国美院旁）",[杭州],"120.159083,30.241976",86881012,2020/4/22 8:27,,,,,,
木守西溪溪隐餐厅,https://www.dianping.com/shop/l2iaUbXYn9qQkHa0,天目山路寿堤33号龙舌嘴入口樟树码头西150米,[杭州],"120.054132,30.250483",85858799,2020/4/22 8:27,,,,,,
The Tiki Bungalow提基小木屋酒吧,https://www.dianping.com/shop/l4TdYQ95X2rBo0pP,交道口北三条方家胡同46号,[北京],"116.411544,39.943714",13141015937,2020/4/21 11:30,18.28 km,36 min,20.75 km,74 min,9.24 km,43 min
兰大优鲜牛羊肉,https://www.dianping.com/shop/EgJnozqp2TD50Jo9,牛街东里1区14号楼1层,[北京],"116.364895,39.886649",63532750,2020/4/21 11:30,24.47 km,47 min,25.32 km,92 min,Error,Error
朝来春花卉市场,https://www.dianping.com/shop/labwBC7rxRz0Tuhd,朝来园淘宝市场F22,[北京],"116.443912,40.031595",18203698018,2020/4/19 16:31,16.13 km,31 min,18.13 km,71 min,Error,Error
niko and …,https://www.dianping.com/shop/la9ii7nyX0m0KAyN,淮海中路775号,[上海],"121.463715,31.218401",33567775,2020/4/17 20:25,,,,,,
艺厨 Modern Art Kitchen,https://www.dianping.com/shop/l5bcJstE1EgFnVRC,建国中路8号5号楼1104A座（近重庆南路）,[上海],"121.470641,31.210664",54680118,2020/4/11 23:18,,,,,,
简单点食堂·西安烧烤,https://www.dianping.com/shop/k3GyzbXOBkIbBU1O,定西路795号（平安银行对面）,[上海],"121.423760,31.208390",62770617,2020/4/11 23:06,,,,,,
Dip in Gelato,https://www.dianping.com/shop/la3ofIxNwHsGMBQr,富民路205号,[上海],"121.451438,31.218879",17269770806,2020/4/11 23:06,,,,,,
Café Kitsune,https://www.dianping.com/shop/H64J4Cu687Xq7mPY,兴业路123弄新天地南里F104-105-204,[上海],"121.475036,31.219069",15721484112,2020/4/11 23:05,,,,,,
mbd,https://www.dianping.com/shop/G8gkWR6Pd74PmkBE,华山路785-3号,[上海],"121.367474,30.765541",62299289,2020/4/11 23:05,,,,,,
Maggie Y,https://www.dianping.com/shop/la1E7VTjJ7zsk6TN,圆明园路149号哈密大楼3层,[上海],"121.487977,31.241970",13301697499,2020/4/11 23:05,,,,,,
老地方面馆,https://www.dianping.com/shop/H2cgzon0PsB2lTbO,思南路107号,[上海],"121.468320,31.214152",18717922234,2020/4/11 23:04,,,,,,
舒蔡记生煎菜饭,https://www.dianping.com/shop/k6T3aZLA6fb3bchi,浙江中路120号,[上海],"121.480091,31.231972",13818144573,2020/4/11 23:04,,,,,,
成屿烘焙·一家每周更新菜单的面包店,https://www.dianping.com/shop/k24pX62GMN032e1F,狮虎桥路4-1甲号,[杭州],"120.162602,30.266315",18506820070,2020/4/10 10:13,,,,,,
德林茶社,https://www.dianping.com/shop/G8FxwdbrGyjldw0k,玉器街（梅岭东路）,[扬州],"119.444214,32.407080",13705276085,2020/4/2 8:22,,,,,,
怡园饭店-餐厅,https://www.dianping.com/shop/l4Mo4JEyWjuswftT,四望亭路1号怡园饭店2楼、3楼,[扬州],"119.433166,32.397359",87187777,2020/4/2 8:22,,,,,,
蓉春申子楼,https://www.dianping.com/shop/k29Byk2YQJ43Mlhh,荷花池小区26号,[扬州],"119.430367,32.381105",15952777197,2020/4/2 8:22,,,,,,
柳湖茶坊,https://www.dianping.com/shop/k2dVBjrzae55EadG,四望亭路185号扬州美食街(近大学北路),[扬州],"119.423974,32.397266",87317045,2020/4/2 8:22,,,,,,
金聚楼酒店,https://www.dianping.com/shop/H3byba5sVtev1RSF,国庆路454号,[扬州],"119.440760,32.400337",13276551858,2020/4/2 8:22,,,,,,
% Arabica阿拉比卡咖啡,https://www.dianping.com/shop/k9MOOTuA6OBsw9mc,科苑南路华润深圳湾万象城一层L190号商铺,[深圳],"113.945791,22.516544",18126145556,2020/4/2 8:21,,,,,,
Something For,https://www.dianping.com/shop/k69Sh3VeLe5PR9UO,滨河大道9283号中洲湾一期购物中心北区B1层B132号（近下沙站B1出口）,[深圳],,18028768221,2020/4/2 8:21,,,,,,
Area31 Coffee,https://www.dianping.com/shop/G6ChmWZYSxCNC0iB,五原路88号B,[上海],"121.447404,31.213187",13585912731,2020/4/2 8:21,,,,,,
Tsudayoko 津田,https://www.dianping.com/shop/k2NgZsccLSvjh5pm,瑞平路230号保利时光里B1层031A、031B、032A、032B,[上海],"121.455910,31.182016",16628772783,2020/4/2 8:21,,,,,,
离岛咖啡馆,https://www.dianping.com/shop/l71woWsXtqEMKGaM,朝阳街街道人民中路与曙光北路交汇处(曙光社区大门口大树下),[长沙],"113.002389,28.185352",85222757,2020/4/2 8:21,,,,,,
挑食|福建菜|私厨,https://www.dianping.com/shop/l6gVeYcYqbWUmnYB,环岛南路曾厝埯社2-1号（肯德基楼下）,[厦门],"118.117783,24.434998",18046314777,2020/4/2 8:20,,,,,,
肆月河豚·新淮扬,https://www.dianping.com/shop/l9sibUqml16dyURz,海淀大街5号中关村5号2层（近北门）,[北京],"116.365076,39.962746",82669649,2020/4/2 8:20,8.16 km,22 min,10.19 km,43 min,15.70 km,67 min
挑食记,https://www.dianping.com/shop/jGH348kGupy4jTFb,万荣路700号大宁中心广场二期c2栋1楼,[上海],"121.441670,31.281145",13818488317,2020/4/2 8:19,,,,,,
龙凰餐厅,https://www.dianping.com/shop/kajjnf3ySevBxFeC,五里桥街道瞿溪路1034号(近鲁班路),[上海],"121.476517,31.200311",31209637,2020/4/2 8:19,,,,,,
左阿婆崇明馄饨,https://www.dianping.com/shop/H8kJllNcUSte7pch,宝安支路62号,[上海],"121.488641,31.264226",36510713,2020/4/2 8:19,,,,,,
Cafe del Volcan,https://www.dianping.com/shop/H1pzfitxnY7Us4Ap,永康路25号,[上海],"121.458771,31.211249",15618669291,2020/4/2 8:19,,,,,,
RUMORS COFFEE ROASTERY鲁马滋咖啡,https://www.dianping.com/shop/k8B7RJfUizIF8Wz3,湖南路街道湖南路9号甲(近上海图书馆),[上海],"121.444363,31.207960",34605708,2020/4/2 8:19,,,,,,
EPIC,https://www.dianping.com/shop/Ee1sGFFTCPgMdlO1,高邮路17号（近复兴西路）,[上海],"121.438622,31.210171",54111189,2020/4/2 8:19,,,,,,
ARCH,https://www.dianping.com/shop/k9Qkl4uRt1gN1w1y,陕西北路688号104室,[上海],"121.450365,31.234374",86238528,2020/4/2 8:19,,,,,,
迈姨·潮州菜,https://www.dianping.com/shop/iDyVizj4kkuBHgkc,麓湖路5号岭南大厦副楼首层,[广州],"113.280684,23.141052",83500595,2020/4/2 8:19,,,,,,
文记萝卜牛杂,https://www.dianping.com/shop/k7SaaqDY44mA12pN,农林下路76号（近犀牛路口站）,[广州],"113.298068,23.133285",,2020/4/2 8:19,,,,,,
美荣汤粉店,https://www.dianping.com/shop/F9QmdTaD0dOTVDE4,麦栏街16号,[广州],"113.270637,23.118572",13316181269,2020/4/2 8:19,,,,,,
超记煲仔饭,https://www.dianping.com/shop/iSN7NCEbYHXKTr2Z,珠光街道珠光路188号(北京大厦旁),[广州],"113.270379,23.117958",15913413295,2020/4/2 8:19,,,,,,
容意发牛杂店,https://www.dianping.com/shop/G6ehyD8Lg20t35eZ,人民街道诗书路56号(近广州日报后门),[广州],"113.253602,23.117913",81871630,2020/4/2 8:19,,,,,,
南园酒家,https://www.dianping.com/shop/l426LpT7gmmW1sEX,前进路142号(近晓港公园),[广州],"113.280706,23.096631",84448380,2020/4/2 8:19,,,,,,
陶陶居酒家,https://www.dianping.com/shop/l6tZK0T8HyYwXu7D,天河路228号正佳广场6层6C059号铺（近东南街）,[广州],"113.326043,23.132204",38373301,2020/4/2 8:19,,,,,,
幸运楼,https://www.dianping.com/shop/G3aGLVmgk26w9nup,北京路238号恒润广场8楼整层,[广州],"113.270482,23.122549",83332188,2020/4/2 8:19,,,,,,
阿强家酸菜鱼,https://www.dianping.com/shop/k21eLh8X7Z9YqzND,体育东路112号百福广场2楼（体育中心地铁站B出口）,[广州],"113.328688,23.135339",87570696,2020/4/2 8:19,,,,,,
瑞福园联谊餐室,https://www.dianping.com/shop/k2ew017AopWGJvL1,瑞金二路街道茂名南路132号(近复兴中路),[上海],"121.461946,31.215156",64458999,2020/4/2 8:19,,,,,,
晶采轩,https://www.dianping.com/shop/kah45gUybcrto8F7,静安寺街道南京西路1601号芮欧百货3-4楼(近常德路),[上海],"121.447651,31.222696",64721717,2020/4/2 8:19,,,,,,
晓あかつき海鲜居酒屋,https://www.dianping.com/shop/l5rgmERlEXj2MbiV,虹桥街道兴义路48号(新世纪广场c栋2楼),[上海],"121.403430,31.204478",62718837,2020/4/2 8:19,,,,,,
beefman牛肉人,https://www.dianping.com/shop/Gan1efbLxT8zLTUa,花木街道锦延路142号(东和公寓底商),[上海],"121.538914,31.216501",50802729,2020/4/2 8:19,,,,,,
惠食佳·朱雀,https://www.dianping.com/shop/l2bOWLlhT7Y97JFy,延安西路396号美丽园大酒店3、4楼,[上海],"121.437750,31.218378",62614333,2020/4/2 8:19,,,,,,
老门框爆肚涮肉馆,https://www.dianping.com/shop/laGP1wzh6mL47qgE,淮海东路东淮海国际大厦45号,[上海],"121.482360,31.226210",80197237,2020/4/2 8:19,,,,,,
吉友粥底火锅,https://www.dianping.com/shop/k1yOioPbyjlbkSor,方斜路444-446号,[上海],"121.482597,31.213921",63338330,2020/4/2 8:18,,,,,,
MOTOYA别邸·寿喜锅·活蟹,https://www.dianping.com/shop/l6flOUdLLLdQmc41,虹桥镇虹梅路3337号汇映中心111号(近延安西路),[上海],"121.406888,31.202613",34711076,2020/4/2 8:18,,,,,,
今日牛事潮汕鲜牛肉火锅,https://www.dianping.com/shop/H4krsKSaep2E1xS7,瑞金南路343-5号,[上海],"121.469831,31.197400",60481777,2020/4/2 8:18,,,,,,
荷风细雨·中国茶宴,https://www.dianping.com/shop/G89YMmKXWHswoQMb,商城路665号陆家嘴1885广场A栋,[上海],"121.518026,31.231226",68530777,2020/4/2 8:18,,,,,,
王宝和酒家,https://www.dianping.com/shop/G98wphqlYgq5Izfw,福州路603号,[上海],"121.479390,31.232601",63223673,2020/4/2 8:18,,,,,,
Onirii Coffee,https://www.dianping.com/shop/H8o8oefrPNH7AtaP,长乐路366-1号蓝色门头,[上海],"121.460436,31.220627",13611901622,2020/4/2 8:18,,,,,,
T12 COFFEE·TSUBO Gallery,https://www.dianping.com/shop/H37XlizSqIfUrFCw,衡山路890弄衡山坊7号楼一楼（请轻声交谈 谢绝外食）,[上海],"121.439696,31.196062",19921176957,2020/4/2 8:18,,,,,,
新参者咖啡,https://www.dianping.com/shop/G7pGlnRaK0dmH4L7,番禺路381号幸福里园区C座102号（云朵通道尽头）,[上海],"121.430446,31.204412",13761620671,2020/4/2 8:18,,,,,,
珈琲光景 Lumière Cafe,https://www.dianping.com/shop/katHXbVXOnNtE8Kv,淮海中路1640-3号,[上海],"121.443113,31.207515",13788986424,2020/4/2 8:18,,,,,,
铁手咖啡制造局Metal Hands,https://www.dianping.com/shop/G42iHIMEpHQ7avZV,永嘉路37号,[上海],"121.462657,31.210496",13269918959,2020/4/2 8:18,,,,,,
